term_str,n,p,i,dfidf,porter_stem,max_pos,max_pos_group,stop
blankly,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,blankli,NN,NN,0
blare,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blare,NN,NN,0
blared,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,blare,VBN,VB,0
blaring,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blare,NN,NN,0
blast,16,3.3726244076828385e-05,14.855768812868396,26.322682154995128,blast,NN,NN,0
blasted,6,1.2647341528810643e-05,16.27080631214724,18.161341077497564,blast,VBN,VB,0
blasting,3,6.323670764405322e-06,17.27080631214724,9.90839262077375,blast,NN,NN,0
blasts,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,blast,NNS,NN,0
blaze,9,1.8971012293215967e-05,15.685843811426082,25.058441780501063,blaze,NN,NN,0
blazed,14,2.9510463567224836e-05,15.04841389081079,26.322682154995128,blaze,VBN,VB,0
blazing,9,1.8971012293215967e-05,15.685843811426082,25.058441780501063,blaze,NN,NN,0
blazoned,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,blazon,VBN,VB,0
bleak,14,2.9510463567224836e-05,15.04841389081079,27.442411609245358,bleak,NN,NN,0
bleared,4,8.431561019207096e-06,16.855768812868394,15.816785241547501,blear,VBN,VB,0
bleary,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bleari,NN,NN,0
bleating,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bleat,NN,NN,0
bleeding,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,bleed,NN,NN,0
blemish,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blemish,NN,NN,0
blench,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blench,NN,NN,0
blenched,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blench,VBN,VB,0
blended,4,8.431561019207096e-06,16.855768812868394,15.816785241547501,blend,VBN,VB,0
blending,5,1.053945127400887e-05,16.533840717981032,18.161341077497564,blend,NN,NN,0
bless,17,3.583413433163016e-05,14.768305971618055,28.430805715988633,bless,NN,NN,0
blessed,18,3.7942024586431934e-05,14.685843811426082,26.322682154995128,bless,VBN,VB,0
blessedly,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blessedli,RB,RB,0
blessedness,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,blessed,NN,NN,0
blessing,6,1.2647341528810643e-05,16.27080631214724,20.215402857994317,bless,NN,NN,0
blessings,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bless,NNS,NN,0
blest,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blest,NN,NN,0
blew,53,0.00011171818350449402,13.127848358305195,27.55548895604324,blew,NN,NN,0
blight,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blight,NN,NN,0
blind,26,5.480514662484612e-05,14.155329094727303,32.4191071419225,blind,NN,NN,0
blinded,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,blind,VBN,VB,0
blindfold,9,1.8971012293215967e-05,15.685843811426082,13.107701428997157,blindfold,NN,NN,0
blindfolded,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,blindfold,VBN,VB,0
blinding,9,1.8971012293215967e-05,15.685843811426082,25.058441780501063,blind,NN,NN,0
blindly,6,1.2647341528810643e-05,16.27080631214724,18.161341077497564,blindli,RB,RB,0
blindness,7,1.4755231783612418e-05,16.048413890810792,20.215402857994317,blind,NN,NN,0
blink,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blink,NN,NN,0
blinked,8,1.6863122038414192e-05,15.855768812868396,22.0278897183049,blink,VBN,VB,0
blinking,7,1.4755231783612418e-05,16.048413890810792,20.215402857994317,blink,NN,NN,0
bliss,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bliss,NN,NN,0
blissful,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bliss,NN,NN,0
blistered,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blister,NN,NN,0
blizzard,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blizzard,NN,NN,0
bloated,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,bloat,VBN,VB,0
block,5,1.053945127400887e-05,16.533840717981032,15.816785241547501,block,NN,NN,0
blocked,21,4.426569535083726e-05,14.463451390089634,30.055779436609797,block,VBN,VB,0
blocking,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,block,VBG,VB,0
blocks,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,block,NNS,NN,0
blood,51,0.00010750240299489047,13.183343470896899,30.023472303937922,blood,NN,NN,0
bloodshot,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bloodshot,NN,NN,0
bloodthirsty,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bloodthirsti,NN,NN,0
bloody,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bloodi,NN,NN,0
bloom,6,1.2647341528810643e-05,16.27080631214724,18.161341077497564,bloom,NN,NN,0
blossom,9,1.8971012293215967e-05,15.685843811426082,20.215402857994317,blossom,NN,NN,0
blossomed,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,blossom,NN,NN,0
blossoming,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,blossom,NN,NN,0
blot,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blot,NN,NN,0
blotch,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blotch,NN,NN,0
blotched,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blotch,VBN,VB,0
blotted,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,blot,VBN,VB,0
blotting,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blot,NN,NN,0
blow,48,0.00010117873223048515,13.27080631214724,31.419171443350706,blow,NN,NN,0
blowing,38,8.009982968246742e-05,13.607841299424809,32.597671398390354,blow,NN,NN,0
blown,17,3.583413433163016e-05,14.768305971618055,30.055779436609797,blown,NN,NN,0
blows,7,1.4755231783612418e-05,16.048413890810792,22.0278897183049,blow,NNS,NN,0
blue,67,0.00014122864707171885,12.789679622410622,29.468937950642218,blue,NN,NN,0
blunder,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blunder,NN,NN,0
blundering,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,blunder,NN,NN,0
blunted,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blunt,VBN,VB,0
blunting,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blunt,NN,NN,0
blur,5,1.053945127400887e-05,16.533840717981032,13.107701428997157,blur,NN,NN,0
blurred,5,1.053945127400887e-05,16.533840717981032,15.816785241547501,blur,VBN,VB,0
blurring,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blur,NN,NN,0
blush,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,blush,NN,NN,0
blushed,5,1.053945127400887e-05,16.533840717981032,18.161341077497564,blush,VBN,VB,0
blushing,6,1.2647341528810643e-05,16.27080631214724,18.161341077497564,blush,NN,NN,0
boar,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,boar,NN,NN,0
board,9,1.8971012293215967e-05,15.685843811426082,22.0278897183049,board,NN,NN,0
boarded,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,board,VBN,VB,0
boards,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,board,NNS,NN,0
boast,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,boast,NN,NN,0
boasted,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,boast,NN,NN,0
boat,61,0.0001285813055429082,12.92503147530551,27.442411609245358,boat,NN,NN,0
boating,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,boat,VBG,VB,0
boatingon,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,boatingon,NN,NN,0
boats,65,0.0001370128665621153,12.833400999839942,27.442411609245358,boat,NNS,NN,0
bob,11,2.3186792802819512e-05,15.396337194231098,13.107701428997157,bob,NN,NN,0
bobbed,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bob,NN,NN,0
bobbing,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bob,NN,NN,0
bode,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bode,NN,NN,0
bodies,23,4.84814758604408e-05,14.332206856811382,30.055779436609797,bodi,NNS,NN,0
bodiless,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bodiless,NN,NN,0
boding,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,bode,NN,NN,0
body,49,0.00010328662248528692,13.241058968753187,32.79945663977042,bodi,NN,NN,0
boffin,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,boffin,NN,NN,0
boffins,5,1.053945127400887e-05,16.533840717981032,9.90839262077375,boffin,NNS,NN,0
bofur,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bofur,NN,NN,0
bog,7,1.4755231783612418e-05,16.048413890810792,18.161341077497564,bog,NN,NN,0
bogey,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bogey,NN,NN,0
boggy,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,boggi,NN,NN,0
bogs,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,bog,NNS,NN,0
boil,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,boil,NN,NN,0
boiled,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,boil,NN,NN,0
boiling,6,1.2647341528810643e-05,16.27080631214724,20.215402857994317,boil,VBG,VB,0
boils,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,boil,NNS,NN,0
bold,20,4.215780509603548e-05,14.533840717981032,31.734468975321107,bold,NN,NN,0
bolder,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,bolder,NN,NN,0
boldest,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,boldest,NN,NN,0
boldly,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,boldli,NN,NN,0
boldness,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bold,NN,NN,0
bole,7,1.4755231783612418e-05,16.048413890810792,18.161341077497564,bole,NN,NN,0
boles,5,1.053945127400887e-05,16.533840717981032,13.107701428997157,bole,NNS,NN,0
bolger,14,2.9510463567224836e-05,15.04841389081079,22.0278897183049,bolger,NN,NN,0
bolgers,4,8.431561019207096e-06,16.855768812868394,9.90839262077375,bolger,NNS,NN,0
bollards,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bollard,NNS,NN,0
bolster,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bolster,NN,NN,0
bolsters,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,bolster,NNS,NN,0
bolt,12,2.5294683057621287e-05,15.27080631214724,25.058441780501063,bolt,NN,NN,0
bolted,7,1.4755231783612418e-05,16.048413890810792,20.215402857994317,bolt,VBN,VB,0
bolting,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bolt,NN,NN,0
bolts,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,bolt,NNS,NN,0
bom,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bom,NN,NN,0
bombadil,38,8.009982968246742e-05,13.607841299424809,27.442411609245358,bombadil,NN,NN,0
bombadillo,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,bombadillo,NN,NN,0
bombur,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,bombur,NN,NN,0
bond,4,8.431561019207096e-06,16.855768812868394,15.816785241547501,bond,NN,NN,0
bonds,6,1.2647341528810643e-05,16.27080631214724,13.107701428997157,bond,NNS,NN,0
bone,16,3.3726244076828385e-05,14.855768812868396,25.058441780501063,bone,NN,NN,0
boned,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,bone,VBN,VB,0
boner,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,boner,NN,NN,0
bones,32,6.745248815365677e-05,13.855768812868396,32.90459014958683,bone,NNS,NN,0
bonfire,5,1.053945127400887e-05,16.533840717981032,9.90839262077375,bonfir,NN,NN,0
bony,7,1.4755231783612418e-05,16.048413890810792,20.215402857994317,boni,NN,NN,0
book,33,6.956037840845854e-05,13.811374693509942,30.70958572167535,book,NN,NN,0
books,10,2.107890254801774e-05,15.533840717981032,22.0278897183049,book,NNS,NN,0
boom,19,4.004991484123371e-05,14.607841299424809,22.0278897183049,boom,NN,NN,0
boomed,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,boom,NN,NN,0
booming,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,boom,VBG,VB,0
booms,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,boom,NNS,NN,0
boon,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,boon,NN,NN,0
boorar,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,boorar,NN,NN,0
boot,5,1.053945127400887e-05,16.533840717981032,9.90839262077375,boot,NN,NN,0
booted,3,6.323670764405322e-06,17.27080631214724,9.90839262077375,boot,VBN,VB,0
booth,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,booth,NN,NN,0
booths,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,booth,NNS,NN,0
bootless,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bootless,NN,NN,0
boots,12,2.5294683057621287e-05,15.27080631214724,26.322682154995128,boot,NNS,NN,0
booty,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,booti,NN,NN,0
border,8,1.6863122038414192e-05,15.855768812868396,20.215402857994317,border,NN,NN,0
bordered,5,1.053945127400887e-05,16.533840717981032,15.816785241547501,border,VBN,VB,0
borders,70,0.00014755231783612419,12.726485795923429,28.233767122004267,border,NNS,NN,0
bore,89,0.0001876022326773579,12.380035381901997,24.462416536520454,bore,NN,NN,0
bored,6,1.2647341528810643e-05,16.27080631214724,18.161341077497564,bore,VBN,VB,0
borgil,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,borgil,NN,NN,0
boring,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,bore,NN,NN,0
born,13,2.740257331242306e-05,15.155329094727303,27.442411609245358,born,NN,NN,0
borne,40,8.431561019207097e-05,13.533840717981032,32.38133782203198,born,NN,NN,0
boro,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,boro,NNP,NN,0
boromir,277,0.0005838856005800914,10.742026646819207,32.79945663977042,boromir,NN,NN,0
boromiryou,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,boromiry,NN,NN,0
borrow,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,borrow,NN,NN,0
borrower,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,borrow,NN,NN,0
bosom,4,8.431561019207096e-06,16.855768812868394,15.816785241547501,bosom,NN,NN,0
boss,9,1.8971012293215967e-05,15.685843811426082,5.954196310386875,boss,IN,IN,0
bosses,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,boss,NNS,NN,0
botanical,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,botan,JJ,JJ,0
both,163,0.00034358611153268917,11.507040658637317,14.370319389184356,both,DT,DT,1
bother,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,bother,NN,NN,0
bothered,3,6.323670764405322e-06,17.27080631214724,9.90839262077375,bother,VBN,VB,0
bothering,3,6.323670764405322e-06,17.27080631214724,9.90839262077375,bother,VBG,VB,0
bottle,15,3.161835382202661e-05,14.948878217259876,20.215402857994317,bottl,NN,NN,0
bottled,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bottl,VBN,VB,0
bottles,9,1.8971012293215967e-05,15.685843811426082,22.0278897183049,bottl,NNS,NN,0
bottom,52,0.00010961029324969225,13.155329094727303,31.79024414251979,bottom,NN,NN,0
bough,12,2.5294683057621287e-05,15.27080631214724,23.633570483095003,bough,NN,NN,0
boughs,32,6.745248815365677e-05,13.855768812868396,31.267140966190002,bough,NNS,NN,0
bought,8,1.6863122038414192e-05,15.855768812868396,22.0278897183049,bought,NN,NN,0
boulder,8,1.6863122038414192e-05,15.855768812868396,20.215402857994317,boulder,NN,NN,0
boulders,11,2.3186792802819512e-05,15.396337194231098,25.058441780501063,boulder,NNS,NN,0
bound,45,9.485506146607982e-05,13.36391571653872,31.419171443350706,bound,NN,NN,0
boundary,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,boundari,NN,NN,0
bounded,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,bound,VBN,VB,0
bounders,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bounder,NNS,NN,0
bounding,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bound,VBG,VB,0
bounds,7,1.4755231783612418e-05,16.048413890810792,18.161341077497564,bound,NNS,NN,0
bow,41,8.642350044687274e-05,13.498216808250312,32.884823218490716,bow,NN,NN,0
bowed,87,0.00018338645216775434,12.412825317019667,18.781550559334175,bow,VBN,VB,0
bower,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,bower,NN,NN,0
bowing,11,2.3186792802819512e-05,15.396337194231098,26.322682154995128,bow,VBG,VB,0
bowl,16,3.3726244076828385e-05,14.855768812868396,26.322682154995128,bowl,NN,NN,0
bowlegged,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bowleg,VBN,VB,0
bowls,11,2.3186792802819512e-05,15.396337194231098,23.633570483095003,bowl,NN,NN,0
bowman,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bowman,NNP,NN,0
bowmen,9,1.8971012293215967e-05,15.685843811426082,22.0278897183049,bowmen,NNS,NN,0
bows,17,3.583413433163016e-05,14.768305971618055,26.322682154995128,bow,NNS,NN,0
bowshot,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,bowshot,NN,NN,0
bowstring,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,bowstr,NN,NN,0
bowstrings,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,bowstr,NN,NN,0
box,15,3.161835382202661e-05,14.948878217259876,25.058441780501063,box,NN,NN,0
boxes,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,box,NNS,NN,0
boy,8,1.6863122038414192e-05,15.855768812868396,18.161341077497564,boy,NN,NN,0
boys,7,1.4755231783612418e-05,16.048413890810792,18.161341077497564,boy,NNS,NN,0
brace,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,brace,NN,NN,0
braced,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,brace,VBN,VB,0
bracegirdle,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,bracegirdl,NN,NN,0
bracegirdles,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,bracegirdl,NNS,NN,0
bracelet,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bracelet,NN,NN,0
bracken,7,1.4755231783612418e-05,16.048413890810792,15.816785241547501,bracken,NN,NN,0
brackets,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bracket,NNS,NN,0
brag,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,brag,NN,NN,0
braided,4,8.431561019207096e-06,16.855768812868394,15.816785241547501,braid,VBN,VB,0
braids,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,braid,NNS,NN,0
brain,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,brain,NN,NN,0
brake,4,8.431561019207096e-06,16.855768812868394,5.954196310386875,brake,NN,NN,0
brakes,4,8.431561019207096e-06,16.855768812868394,15.816785241547501,brake,NNS,NN,0
bramble,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,brambl,JJ,JJ,0
brambles,12,2.5294683057621287e-05,15.27080631214724,23.633570483095003,brambl,NNS,NN,0
branch,12,2.5294683057621287e-05,15.27080631214724,25.058441780501063,branch,NN,NN,0
branched,6,1.2647341528810643e-05,16.27080631214724,20.215402857994317,branch,VBN,VB,0
branches,49,0.00010328662248528692,13.241058968753187,32.79945663977042,branch,NNS,NN,0
branching,9,1.8971012293215967e-05,15.685843811426082,25.058441780501063,branch,NN,NN,0
brand,9,1.8971012293215967e-05,15.685843811426082,23.633570483095003,brand,NN,NN,0
branded,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,brand,VBN,VB,0
brandir,14,2.9510463567224836e-05,15.04841389081079,22.0278897183049,brandir,NN,NN,0
brandished,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,brandish,VBN,VB,0
brandishing,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,brandish,NN,NN,0
brandmarks,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,brandmark,NNS,NN,0
brands,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,brand,NN,NN,0
brandy,11,2.3186792802819512e-05,15.396337194231098,13.107701428997157,brandi,NNP,NN,0
brandybuck,27,5.69130368796479e-05,14.100881310704926,28.430805715988633,brandybuck,NN,NN,0
brandybucks,12,2.5294683057621287e-05,15.27080631214724,20.215402857994317,brandybuck,NNS,NN,0
brandywine,29,6.112881738925145e-05,13.997787817740823,29.29883569919518,brandywin,NN,NN,0
brat,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,brat,NN,NN,0
brats,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,brat,NNS,NN,0
brave,18,3.7942024586431934e-05,14.685843811426082,31.267140966190002,brave,NN,NN,0
braver,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,braver,NN,NN,0
braying,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,bray,NN,NN,0
brazen,6,1.2647341528810643e-05,16.27080631214724,18.161341077497564,brazen,NN,NN,0
brazier,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,brazier,NN,NN,0
breach,9,1.8971012293215967e-05,15.685843811426082,5.954196310386875,breach,NN,NN,0
breached,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,breach,VBN,VB,0
breaches,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,breach,NNS,NN,0
bread,26,5.480514662484612e-05,14.155329094727303,32.4191071419225,bread,NN,NN,0
breadth,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,breadth,NN,NN,0
break,37,7.799193942766564e-05,13.646315447239445,32.90459014958683,break,NN,NN,0
breaker,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,breaker,NN,NN,0
breakfast,33,6.956037840845854e-05,13.811374693509942,32.79945663977042,breakfast,NN,NN,0
breakfasted,4,8.431561019207096e-06,16.855768812868394,15.816785241547501,breakfast,NN,NN,0
breakfasts,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,breakfast,NNS,NN,0
breaking,24,5.0589366115242574e-05,14.27080631214724,32.11688356100213,break,VBG,VB,0
breaks,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,break,NNS,NN,0
breast,45,9.485506146607982e-05,13.36391571653872,32.86161143197726,breast,NN,NN,0
breastwork,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,breastwork,NN,NN,0
breath,94,0.00019814168395136675,12.301179961190758,20.80544463257402,breath,NN,NN,0
breathe,13,2.740257331242306e-05,15.155329094727303,26.322682154995128,breath,NN,NN,0
breathed,19,4.004991484123371e-05,14.607841299424809,31.267140966190002,breath,VBN,VB,0
breathing,21,4.426569535083726e-05,14.463451390089634,30.70958572167535,breath,NN,NN,0
breathless,7,1.4755231783612418e-05,16.048413890810792,18.161341077497564,breathless,NN,NN,0
breathlessly,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,breathlessli,NN,NN,0
breathlessness,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,breathless,NN,NN,0
breaths,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,breath,NNS,NN,0
bred,7,1.4755231783612418e-05,16.048413890810792,22.0278897183049,bred,VBN,VB,0
bree,121,0.00025505472083101467,11.936905575593801,30.70958572167535,bree,NNP,NN,0
breeand,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,breeand,NN,NN,0
breeches,5,1.053945127400887e-05,16.533840717981032,18.161341077497564,breech,NNS,NN,0
breed,6,1.2647341528810643e-05,16.27080631214724,20.215402857994317,breed,NN,NN,0
breeds,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,breed,NNS,NN,0
breek,2,4.215780509603548e-06,17.855768812868394,5.954196310386875,breek,NN,NN,0
breeland,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,breeland,NN,NN,0
breelanders,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,breeland,NNS,NN,0
breeze,20,4.215780509603548e-05,14.533840717981032,30.055779436609797,breez,NN,NN,0
breezy,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,breezi,NN,NN,0
bregalad,11,2.3186792802819512e-05,15.396337194231098,5.954196310386875,bregalad,NN,NN,0
brego,5,1.053945127400887e-05,16.533840717981032,13.107701428997157,brego,NN,NN,0
brethren,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,brethren,NN,NN,0
brew,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,brew,NN,NN,0
brewing,5,1.053945127400887e-05,16.533840717981032,13.107701428997157,brew,NN,NN,0
briar,4,8.431561019207096e-06,16.855768812868394,13.107701428997157,briar,NN,NN,0
briars,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,briar,NNS,NN,0
bribing,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bribe,VBG,VB,0
brick,8,1.6863122038414192e-05,15.855768812868396,20.215402857994317,brick,NN,NN,0
bricks,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,brick,NNS,NN,0
bride,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bride,NN,NN,0
bridge,89,0.0001876022326773579,12.380035381901997,32.597671398390354,bridg,NN,NN,0
bridged,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bridg,VBN,VB,0
bridgefields,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bridgefield,NNS,NN,0
bridges,9,1.8971012293215967e-05,15.685843811426082,22.0278897183049,bridg,NNS,NN,0
bridle,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,bridl,NN,NN,0
bridled,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bridl,VBN,VB,0
brief,45,9.485506146607982e-05,13.36391571653872,32.38133782203198,brief,NN,NN,0
briefer,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,briefer,NN,NN,0
briefly,4,8.431561019207096e-06,16.855768812868394,15.816785241547501,briefli,NN,NN,0
brigand,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,brigand,NN,NN,0
brigands,3,6.323670764405322e-06,17.27080631214724,13.107701428997157,brigand,NNS,NN,0
bright,123,0.0002592705013406182,11.913254307529156,18.781550559334175,bright,NN,NN,0
brightened,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,brighten,VBN,VB,0
brighter,11,2.3186792802819512e-05,15.396337194231098,25.058441780501063,brighter,NN,NN,0
brightest,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,brightest,NN,NN,0
brightly,10,2.107890254801774e-05,15.533840717981032,23.633570483095003,brightli,RB,RB,0
brightness,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,bright,NN,NN,0
brim,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,brim,NN,NN,0
brimmed,2,4.215780509603548e-06,17.855768812868394,9.90839262077375,brim,VBN,VB,0
brimming,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,brim,NN,NN,0
bring,114,0.00024029948904740224,12.022878798703653,23.59891327954083,bring,NN,NN,0
bringer,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,bringer,NN,NN,0
bringing,21,4.426569535083726e-05,14.463451390089634,32.4191071419225,bring,VBG,VB,0
brings,14,2.9510463567224836e-05,15.04841389081079,28.430805715988633,bring,NNS,NN,0
brink,41,8.642350044687274e-05,13.498216808250312,32.86161143197726,brink,NN,NN,0
brisk,1,2.107890254801774e-06,18.855768812868394,5.954196310386875,brisk,NN,NN,0
